Question	Source
What is your dream job?	https://www.indeed.com/career-advice/interviewing/top-interview-questions-and-answers
What can you bring to the company?	https://www.indeed.com/career-advice/interviewing/top-interview-questions-and-answers
How do you handle conflict at work?	https://www.indeed.com/career-advice/interviewing/top-interview-questions-and-answers
Why are you interested in this position?	https://www.indeed.com/career-advice/interviewing/top-interview-questions-and-answers
What skills would you bring to the job?	https://www.indeed.com/career-advice/interviewing/top-interview-questions-and-answers
Tell me a little about yourself.	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
What are your biggest weaknesses?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
What are your biggest strengths?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
Where do you see yourself in five years?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
Out of all the candidates, why should we hire you?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
How did you learn about the opening?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
Why do you want this job?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
What do you consider to be your biggest professional achievement?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
Tell me about the last time a co-worker or customer got angry with you. What happened?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
Describe your dream job.	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
Why do you want to leave your current job?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
What kind of work environment do you like best?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
Tell me about the toughest decision you had to make in the last six months.	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
What is your leadership style?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
Tell me about a time you disagreed with a decision. What did you do?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
Tell me how you think other people would describe you.	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
What can we expect from you in your first three months?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
What do you like to do outside of work?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
What was your salary in your last job?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
A snail is at the bottom of a 30-foot well. Each day he climbs up three feet, but at night he slips back two feet. How many days will it take him to climb out of the well?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
What questions do you have for me?	https://www.inc.com/jeff-haden/27-most-common-job-interview-questions-and-answers.html
What are your strengths?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What are your weaknesses?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Why are you interested in working for our company?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Where do you see yourself in 5 years? 10 years?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Why do you want to leave your current company?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Why was there a gap in your employment between January 2020 and August of the same year?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What can you offer us that someone else can not?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What are three things your former manager would like you to improve on?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Are you willing to relocate?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Are you willing to travel?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Tell me about an accomplishment you are most proud of.	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Tell me about a time you made a mistake.	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What is your dream job?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
How did you hear about this position?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What would you look to accomplish in the first 30 days/60 days/90 days on the job?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Discuss your resume.	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Discuss your educational background.	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Describe yourself.	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Tell me how you handled a difficult situation.	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Why should we hire you?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Why are you looking for a new job?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Would you work holidays/weekends?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
How would you deal with an angry or irate customer?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What are your salary requirements?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Give a time when you went above and beyond the requirements for a project.	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Who are our competitors?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What was your biggest failure?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What motivates you?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What’s your availability?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Who’s your mentor?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Tell me about a time when you disagreed with your boss.	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
How do you handle pressure?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What is the name of our CEO?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What are your career goals?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What gets you up in the morning?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What would your direct reports say about you?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What were your bosses’ strengths/weaknesses?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
If I called your boss right now and asked him what is an area that you could improve on, what would he say?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Are you a leader or a follower?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What was the last book you’ve read for fun?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What are your co-worker pet peeves?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What are your hobbies?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What is your favorite website?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What makes you uncomfortable?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What are some of your leadership experiences?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
How would you fire someone?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What do you like the most and least about working in this industry?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Would you work 40+ hours a week?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What questions haven’t I asked you?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
What questions do you have for me?	https://www.forbes.com/sites/jacquelynsmith/2013/01/11/how-to-ace-the-50-most-common-interview-questions/
Tell me about yourself.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What is your greatest strength?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What is your greatest weakness?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What makes you unique?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Tell me about something that's not on your resume.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How will your greatest strength help you perform?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How do you handle failure?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How do you handle success?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Do you consider yourself successful? Why?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How do you handle stress and pressure?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How would you describe yourself?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Describe a typical work week.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Are you nice?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Are you willing to fail?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Are you willing to relocate?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Describe your work ethic.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Describe your work style.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Do you work well with other people?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Do you take work home with you?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How are you different from the competition?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How do you view yourself? Whom do you compare yourself to?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How does this job fit in with your career aspirations?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How many hours a week do you normally work?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How well do you assimilate into a new environment?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How would you adjust to working for a new company?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How would you describe the pace at which you work?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How would your co-workers describe your personality?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How would a professor describe you?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Is there anything else we should know about you?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What motivates you?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Are you a self-motivator?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What do you find are the most difficult decisions to make?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What has been the greatest disappointment in your life?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What are you passionate about?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What are your hobbies?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What are your pet peeves?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What is your dream job?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What is the worst thing you've gotten away with?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What won’t you miss about your last job?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Would you rather be liked or respected?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why should I take a risk on you?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
If you could relive the last ten years of your life, what would you do differently?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why are you leaving your job?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why do you want to change jobs?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why were you fired?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why were you laid-off?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why did you quit your job?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why did you resign?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What have you been doing since your last job?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why have you been unemployed?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why should we hire you?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why shouldn't we hire you?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What can you contribute to this company?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What were your starting and final levels of compensation?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What are your salary expectations?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What are your salary requirements?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why would you take a job for less money?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What applicable experience do you have?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Are you overqualified for this job?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How did you impact the bottom line?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Interview questions about your abilities.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Sell me this pen.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Tell me about your educational background.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What can you do better for us than the other candidates for the job?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What part of the job will be the least challenging for you?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Which parts of this job are the most challenging for you?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What philosophy guides your work?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What strength will help you the most to succeed?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why are you interested in taking a lower level job?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Questions about your work history.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Questions about your resume.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What were your expectations for the job and to what extent were they met?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What were your responsibilities?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What major challenges and problems did you face? How did you handle them?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What have you learned from your mistakes?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What did you like or dislike about your previous job?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Which was most / least rewarding?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What was the biggest accomplishment/failure in this position?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Questions about job demotions.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How have you impacted worker safety?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Describe the gap in your employment history.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What do people most often criticize about you?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What is the biggest criticism you received from your boss?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What makes you angry?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What problems have you encountered at work?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What strategies would you use to motivate your team?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What would you be looking for in an applicant?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
When was the last time you were angry? What happened?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why weren't you promoted at your last job?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Tell me about something you would have done differently at work.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
If the people who know you were asked why you should be hired, what would they say?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What type of work environment do you prefer?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How do you evaluate success?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Describe a difficult work situation or project and how you overcame it.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Describe a time when your workload was heavy and how you handled it.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Who was your best boss and who was the worst?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Describe your ideal boss.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
If you know your boss is 100% wrong about something how would you handle it?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What do you expect from a supervisor?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Have you ever had difficulty working with a manager?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How did you fit in with the company culture?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Describe how you managed a problem employee.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Do you like working in a fast-paced team environment?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Give some examples of teamwork.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
More teamwork interview questions.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How is our company better than your current employer?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What interests you about this job?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What do you know about this company?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What do you know about this company? (for sales jobs)	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why do you want this job?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Why do you want to work here?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What challenges are you looking for in a position?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What do you see yourself doing within the first 30 days on the job?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What can we expect from you in the first 60 days on the job?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Are you willing to travel?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What is good customer service?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What would be your ideal company culture?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
When could you start work?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Is there anything I haven't told you about the job or company that you would like to know?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Tell me about the trends in your profession and industry.	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What are you looking for in your next job? What is important to you?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What is your professional development plan?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Where do you see yourself five years from now?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
How do you plan to achieve your goals?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
What will you do if you don't get this position?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Do you have any questions for me?	https://www.thebalancecareers.com/job-interview-questions-and-answers-2061204
Tell me about yourself	https://theinterviewguys.com/job-interview-questions/
Why should we hire you?	https://theinterviewguys.com/job-interview-questions/
What’s your greatest weakness?	https://theinterviewguys.com/job-interview-questions/
What are your career goals?	https://theinterviewguys.com/job-interview-questions/
What’s your greatest strength?	https://theinterviewguys.com/job-interview-questions/
What’s your greatest accomplishment?	https://theinterviewguys.com/job-interview-questions/
How do you handle conflict?	https://theinterviewguys.com/job-interview-questions/
How do you handle stress?	https://theinterviewguys.com/job-interview-questions/
What are you most proud of?	https://theinterviewguys.com/job-interview-questions/
What are you passionate about?	https://theinterviewguys.com/job-interview-questions/
What makes you unique?	https://theinterviewguys.com/job-interview-questions/
How would you describe yourself?	https://theinterviewguys.com/job-interview-questions/
Where do you see yourself in 5 years?	https://theinterviewguys.com/job-interview-questions/
Why do you want to work for us?	https://theinterviewguys.com/job-interview-questions/
Why did you leave your last job?	https://theinterviewguys.com/job-interview-questions/
What motivates you?	https://theinterviewguys.com/job-interview-questions/
How do you work under pressure?	https://theinterviewguys.com/job-interview-questions/
What is your salary range expectation?	https://theinterviewguys.com/job-interview-questions/
Do you have any questions for us?	https://theinterviewguys.com/job-interview-questions/
How do you define success?	https://theinterviewguys.com/job-interview-questions/
Do you prefer to work alone or in groups?	https://theinterviewguys.com/job-interview-questions/
What’s the most recent book you’ve read?	https://theinterviewguys.com/job-interview-questions/
If you could describe yourself in two words what would they be?	https://theinterviewguys.com/job-interview-questions/
What most turns you off in a job?	https://theinterviewguys.com/job-interview-questions/
If you were a billionaire, what would you do with your time?	https://theinterviewguys.com/job-interview-questions/
What are you prepared to do with an employee who refuses to be a team player?	https://theinterviewguys.com/job-interview-questions/
If you were given the opportunity, would you take my job from me?	https://theinterviewguys.com/job-interview-questions/
What is your ideal job?	https://theinterviewguys.com/job-interview-questions/
On a scale of 1-10, with 1 being a hard worker and 10 being smart, where would you rate yourself?	https://theinterviewguys.com/job-interview-questions/
How would you describe your personality?	https://theinterviewguys.com/job-interview-questions/
How do you describe you analytical skill? Good, average or bad.	https://theinterviewguys.com/job-interview-questions/
What would your best friend say about you?	https://theinterviewguys.com/job-interview-questions/
What is your philosophy of selling?	https://theinterviewguys.com/job-interview-questions/
What is the thing that frustrates you the most about work in general? Give examples.	https://theinterviewguys.com/job-interview-questions/
Are you good at mutlitasking?	https://theinterviewguys.com/job-interview-questions/
Are you self motivated/a self starter?	https://theinterviewguys.com/job-interview-questions/
What’s an animal you most admire/relate to?	https://theinterviewguys.com/job-interview-questions/
What do you want to accomplish?	https://theinterviewguys.com/job-interview-questions/
What do you do for fun?	https://theinterviewguys.com/job-interview-questions/
Who’s your mentor?	https://theinterviewguys.com/job-interview-questions/
What are your hobbies?	https://theinterviewguys.com/job-interview-questions/
What is your favorite website?	https://theinterviewguys.com/job-interview-questions/
What makes you uncomfortable?	https://theinterviewguys.com/job-interview-questions/
On a scale of 1-10, how aggressive are you?	https://theinterviewguys.com/job-interview-questions/
If you could have a superpower, what would it be?	https://theinterviewguys.com/job-interview-questions/
Can you easily build rapport?	https://theinterviewguys.com/job-interview-questions/
How do you think other people think of you?	https://theinterviewguys.com/job-interview-questions/
What do you see yourself in 10 years, and how did you get there?	https://theinterviewguys.com/job-interview-questions/
Do you prefer Quality or Quantity?	https://theinterviewguys.com/job-interview-questions/
Which is better to work on, improving one’s strengths or one’s weaknesses?	https://theinterviewguys.com/job-interview-questions/
Who is your biggest inspiration?	https://theinterviewguys.com/job-interview-questions/
Do you like constant change?	https://theinterviewguys.com/job-interview-questions/
How do you communicate when you are unsatisfied?	https://theinterviewguys.com/job-interview-questions/
What video games do you play?	https://theinterviewguys.com/job-interview-questions/
What core value of the organization most resonates with you?	https://theinterviewguys.com/job-interview-questions/
Do you find it difficult to talk to and meet new people?	https://theinterviewguys.com/job-interview-questions/
What does integrity mean to you?	https://theinterviewguys.com/job-interview-questions/
How will you achieve a work/life balance?	https://theinterviewguys.com/job-interview-questions/
What is the most competitive thing you did last week that wasn’t related to work?	https://theinterviewguys.com/job-interview-questions/
What gets you out of bed in the morning?	https://theinterviewguys.com/job-interview-questions/
Would you say you are a person who loves to win or hates to lose?	https://theinterviewguys.com/job-interview-questions/
What is your biggest regret?	https://theinterviewguys.com/job-interview-questions/
Describe your personality	https://theinterviewguys.com/job-interview-questions/
What is your management style?	https://theinterviewguys.com/job-interview-questions/
Who is your hero?	https://theinterviewguys.com/job-interview-questions/
Are you willing to relocate for this job?	https://theinterviewguys.com/job-interview-questions/
Will you travel for this job?	https://theinterviewguys.com/job-interview-questions/
What interests you about this job?	https://theinterviewguys.com/job-interview-questions/
If you were hired, how soon can you start?	https://theinterviewguys.com/job-interview-questions/
Are you willing to travel?	https://theinterviewguys.com/job-interview-questions/
Are you overqualified for this role?	https://theinterviewguys.com/job-interview-questions/
Would you be willing to work nights and weekends?	https://theinterviewguys.com/job-interview-questions/
What do you know about our company?	https://theinterviewguys.com/job-interview-questions/
What do you know about our industry?	https://theinterviewguys.com/job-interview-questions/
If you were asked to, would you break Union rules if directed to do so by management?	https://theinterviewguys.com/job-interview-questions/
What’s the biggest problem you see with our company?	https://theinterviewguys.com/job-interview-questions/
Is it okay to miss a deadline? If so, when?	https://theinterviewguys.com/job-interview-questions/
How do you feel about working long hours?	https://theinterviewguys.com/job-interview-questions/
Would you get bored in a year and leave us?	https://theinterviewguys.com/job-interview-questions/
How would you deal with ambiguity in the workplace?	https://theinterviewguys.com/job-interview-questions/
Why is diversity important in the workplace?	https://theinterviewguys.com/job-interview-questions/
What do you think about overtime work?	https://theinterviewguys.com/job-interview-questions/
Name as many of the services that United Health Group provides as possible and detail them	https://theinterviewguys.com/job-interview-questions/
How long do you expect to stay with this company?	https://theinterviewguys.com/job-interview-questions/
How would you deal with a rude employee?	https://theinterviewguys.com/job-interview-questions/
What would you look to accomplish in the first 30 days/60 days/90 days on the job?	https://theinterviewguys.com/job-interview-questions/
What is the name of our CEO?	https://theinterviewguys.com/job-interview-questions/
How would you fire someone?	https://theinterviewguys.com/job-interview-questions/
How are you at handling objection?	https://theinterviewguys.com/job-interview-questions/
What do you consider the most important qualities for this job?	https://theinterviewguys.com/job-interview-questions/
Can you from day one, be on your own, no processes, just be told what needs to be done, and do it?	https://theinterviewguys.com/job-interview-questions/
Describe your best day at work.	https://theinterviewguys.com/job-interview-questions/
What you would do if the head partner gave you an assignment to do ASAP and another partner gave you another assignment to do ASAP?	https://theinterviewguys.com/job-interview-questions/
Why should I hire you over these other candidates? (In a group interview)	https://theinterviewguys.com/job-interview-questions/
Some people only work in retail just to have a job until something better comes along. How do we know if we hire you that you will stay?	https://theinterviewguys.com/job-interview-questions/
If you saw your boss stealing would you turn him in?	https://theinterviewguys.com/job-interview-questions/
Would you be willing to start out part-time?	https://theinterviewguys.com/job-interview-questions/
How do you see yourself fitting into the organization?	https://theinterviewguys.com/job-interview-questions/
What would you do if you heard a coworker talk bad about about a customer?	https://theinterviewguys.com/job-interview-questions/
Sell me this stapler	https://theinterviewguys.com/job-interview-questions/
What would you consider your one greatest attribute as it applies to this position?	https://theinterviewguys.com/job-interview-questions/
What makes you a bad candidate for this position?	https://theinterviewguys.com/job-interview-questions/
What did you like least about your last position?	https://theinterviewguys.com/job-interview-questions/
Can you explain these gaps in your resume?	https://theinterviewguys.com/job-interview-questions/
Can you walk us through your resume?	https://theinterviewguys.com/job-interview-questions/
Why are you changing careers?	https://theinterviewguys.com/job-interview-questions/
What did you hate about your last job?	https://theinterviewguys.com/job-interview-questions/
Why is your resume so diverse?	https://theinterviewguys.com/job-interview-questions/
What was the hardest thing you ever had to do in your prior work experience?	https://theinterviewguys.com/job-interview-questions/
Tell me about your experience at Google	https://theinterviewguys.com/job-interview-questions/
